invoice_id,cust_number,name_customer,Industry_Sector,buisness_year,issue_date,due_in_date,invoice_currency,total_open_amount,clear_date,isOpen,Ground_Truth
2960544814,140106408,WAL-M llc,,2019,4/29/19,20190509,CAD,43007.61,5/22/19 0:00,0,
2960578428,140106408,WAL-M llc,,2019,09/07/19,20190917,CAD,1717.53,10/07/19 0:00,0,
1929982043,200799367,MCL associates,,2019,10/10/19,20191025,USD,14744.33,10/29/19 0:00,0,
1928859820,200762301,C&S WH trust,,2019,2/25/19,20190312,USD,79706.18,03/12/19 0:00,0,
2960628851,140104423,METRO  us,,2020,4/17/20,20200501,CAD,64370.78,,1,
1929065199,200772670,ASSOCIAT associates,,2019,04/01/19,20190416,USD,24130.19,4/17/19 0:00,0,
1930657267,200741174,M B  co,,2020,3/16/20,20200331,USD,5767.83,,1,
1928843468,200732755,KROGER co,,2019,2/22/19,20190309,USD,110271.34,03/11/19 0:00,0,
2960605070,140104429,COSTCO systems,,2020,01/04/20,20200117,CAD,72903.12,1/17/20 0:00,0,
1929229497,200769623,WAL-MAR ,Retail,2019,4/29/19,20190514,USD,12194.52,5/14/19 0:00,0,
2960622411,100030194,AMAZO llc,,2020,3/18/20,20200330,CAD,14073.81,,1,
1929351621,200756072,REINHA associates,,2019,5/21/19,20190605,USD,33475.3,06/05/19 0:00,0,
1928757331,200466603,SMITH'S foundation,,2019,02/07/19,20190222,USD,103040.02,2/22/19 0:00,0,
1929069790,200403703,H &  trust,,2019,04/04/19,20190414,USD,21332.5,4/16/19 0:00,0,
1929836807,200778870,C ,,2019,09/06/19,20190921,USD,11530.3,9/25/19 0:00,0,
1930558742,200769623,WAL-MAR ,Retail,2020,2/24/20,20200310,USD,50732.36,03/05/20 0:00,0,
1929146322,200573068,GROCE llc,,2019,4/15/19,20190430,USD,17464,4/30/19 0:00,0,
1930474583,200769623,WAL-MAR systems,Retail,2020,02/05/20,20200220,USD,15132.2,2/18/20 0:00,0,
1929956390,200769623,WAL-MAR associates,Retail,2019,10/06/19,20191021,USD,67686.57,10/16/19 0:00,0,
1929348704,200592182,DECA corporation,,2019,5/20/19,20190526,USD,13370.36,5/25/19 0:00,0,
1930720012,200769623,WAL-MAR trust,Retail,2020,3/30/20,20200414,USD,42379.83,,1,
1928631262,200865666,RESTAU associates,,2019,1/15/19,20190130,USD,2156.16,1/30/19 0:00,0,
1929223471,200794332,COST corporation,,2019,4/30/19,20190515,USD,31798.83,5/16/19 0:00,0,
1929046162,200769623,WAL-MAR systems,Retail,2019,3/28/19,20190412,USD,3795.7,04/09/19 0:00,0,
1929871237,200726979,BJ'S  corp,,2019,9/13/19,20190928,USD,766.53,9/30/19 0:00,0,
1930022749,200772670,ASSOCIAT us,,2019,10/17/19,20191101,USD,58685.57,11/04/19 0:00,0,
1929292672,200879892,HILL llc,,2019,5/14/19,20190529,USD,1714.14,5/30/19 0:00,0,
1991819998,CC6050,HEIN co,,2019,1/24/19,20190310,USD,15810.45,4/22/19 0:00,0,
2960596858,140105686,SYSC trust,,2019,12/03/19,20191218,CAD,9907.2,12/23/19 0:00,0,
1930186113,200782001,GORDO co,,2019,11/22/19,20191207,USD,41616.57,12/17/19 0:00,0,
1930435761,200769623,WAL-MAR us,Retail,2020,1/25/20,20200209,USD,44460.03,02/04/20 0:00,0,
1929947932,200769623,WAL-MAR co,Retail,2019,10/02/19,20191017,USD,5625.41,10/15/19 0:00,0,
1929618102,200769623,WAL-MAR associates,Retail,2019,7/13/19,20190728,USD,640.81,7/25/19 0:00,0,
1928697371,200769623,WAL-MAR us,Retail,2019,1/28/19,20190212,USD,17375.6,02/11/19 0:00,0,
1930822583,200592182,DECA in,,2020,4/24/20,20200509,USD,1761.84,,1,
1930264706,200769623,WAL-MAR ,Retail,2019,12/10/19,20191225,USD,13665.79,12/23/19 0:00,0,
1930138188,200726979,BJ'S  corporation,,2019,11/11/19,20191126,USD,374.32,11/26/19 0:00,0,
1928874085,200418007,AM foundation,,2019,03/05/19,20190320,USD,713.84,3/29/19 0:00,0,
1928765362,100001196,DOLLAR in,,2019,02/11/19,20190226,USD,5621.11,2/27/19 0:00,0,
1928967964,200759082,INGL corp,,2019,3/15/19,20190330,USD,71693.24,04/01/19 0:00,0,
1930140256,200729942,SA trust,,2019,11/11/19,20191126,USD,778.4,11/26/19 0:00,0,
1930552241,200778998,CE systems,,2020,2/21/20,20200307,USD,72624.23,03/06/20 0:00,0,
1930463205,200974851,RESTA systems,,2020,1/31/20,20200215,USD,4735.92,2/14/20 0:00,0,
1929623294,200230690,DECA associates,,2019,7/15/19,20190725,USD,51.66,08/02/19 0:00,0,
1930421258,200580232,INTERR co,,2020,1/20/20,20200130,USD,42391.3,1/30/20 0:00,0,
1930433200,200794332,COST in,,2020,1/23/20,20200207,USD,33778.35,02/07/20 0:00,0,
1930686889,200743996,STATER  co,,2020,3/22/20,20200406,USD,94612.03,,1,
1991826726,CC6600,KRAFT  corp,,2019,05/01/19,20190615,USD,16935.86,7/24/19 0:00,0,
1928680214,200900909,SYSCO ,,2019,1/24/19,20190208,USD,753.87,02/11/19 0:00,0,
1929274467,200934569,SODEXHO  associates,,2019,05/10/19,20190614,USD,1687.37,07/02/19 0:00,0,
1929772961,200794332,COST foundation,,2019,8/22/19,20190906,USD,10795.15,09/06/19 0:00,0,
1929381101,200704045,RA in,,2019,5/25/19,20190609,USD,26104.88,06/10/19 0:00,0,
1929496846,200761734,H E BUT associates,,2019,6/16/19,20190701,USD,32527.63,07/02/19 0:00,0,
1930538353,200277896,ASSOCI ,,2020,2/18/20,20200228,USD,70163.54,3/20/20 0:00,0,
1928958478,200769623,WAL-MAR trust,Retail,2019,3/13/19,20190328,USD,139.52,04/01/19 0:00,0,
1930041856,CCCA02,KRAFT  in,,2019,10/24/19,20191128,USD,13108.5,11/27/19 0:00,0,
1930020689,200780383,MEIJ llc,,2019,10/17/19,20191101,USD,12005.99,11/01/19 0:00,0,
1928678948,200707005,KING S corporation,,2019,1/26/19,20190210,USD,43121.23,02/11/19 0:00,0,
1930787980,200769623,WAL-MAR in,Retail,2020,4/15/20,20200430,USD,22226.35,,1,
1929355790,200772670,ASSOCIAT foundation,,2019,5/21/19,20190605,USD,1715.75,06/12/19 0:00,0,
1928920197,140142846,MONDE associates,,2019,03/12/19,20190511,USD,8666.06,5/15/19 0:00,0,
1928702364,200769623,WAL-MAR ,Retail,2019,1/30/19,20190214,USD,1200.99,02/11/19 0:00,0,
1930822131,200749782,KROG associates,,2020,4/25/20,20200510,USD,88502.01,,1,
1929618228,200769623,WAL-MAR trust,Retail,2019,7/15/19,20190730,USD,47004.5,7/25/19 0:00,0,
1930211877,200020431,DEC trust,,2019,12/03/19,20191224,USD,14743.96,12/16/19 0:00,0,
1928933414,200705089,JETR ,,2019,03/11/19,20190326,USD,10295.37,3/26/19 0:00,0,
1930396462,200148860,DOLLA in,,2020,1/15/20,20200130,USD,51669.22,02/05/20 0:00,0,
1929134768,200927099,THE YOUN corp,,2019,04/12/19,20190427,USD,21555.55,4/22/19 0:00,0,
1928866187,200749225,SUPER  in,,2019,2/27/19,20190314,USD,113631.54,3/14/19 0:00,0,
1929569386,200769623,WAL-MAR ,Retail,2019,07/04/19,20190719,USD,12806.7,7/16/19 0:00,0,
1929701562,200900909,SYSCO corporation,,2019,08/05/19,20190820,USD,4702.73,8/20/19 0:00,0,
1930641073,200744019,TARG corp,,2020,3/13/20,20200517,USD,1982.06,,1,
2960592090,140104285,BUY- associates,,2019,11/11/19,20191130,CAD,3193.13,11/25/19 0:00,0,
2960519768,140106181,THE  corp,,2019,12/30/18,20190110,CAD,117723.35,05/01/19 0:00,0,
1929827873,200755701,ASSOCI trust,,2019,09/04/19,20190919,USD,565.17,10/03/19 0:00,0,
1930804577,200769623,WAL-MAR foundation,Retail,2020,4/21/20,20200506,USD,2326.08,,1,
1930592413,200705742,DOT us,,2020,03/02/20,20200317,USD,9822.38,,1,
2960580816,140104240,FEDER associates,,2019,9/22/19,20191010,CAD,149033.4,10/23/19 0:00,0,
1928799909,200769623,WAL-MAR associates,Retail,2019,2/15/19,20190302,USD,38476.57,3/20/19 0:00,0,
1929896613,200762301,C&S WH ,,2019,9/19/19,20191004,USD,140453.73,10/04/19 0:00,0,
1929362771,200865666,RESTAU systems,,2019,5/22/19,20190606,USD,8942.17,06/06/19 0:00,0,
1930100849,200793568,SUPE systems,,2019,11/05/19,20191120,USD,1473.29,11/20/19 0:00,0,
1928613103,200769623,WAL-MAR corp,Retail,2019,01/12/19,20190127,USD,32135.44,1/22/19 0:00,0,
2960566381,100030194,AMAZO foundation,,2019,7/22/19,20190802,CAD,4612.56,08/06/19 0:00,0,
1930354746,200772595,SAFEW corporation,,2020,01/04/20,20200119,USD,114429.2,1/21/20 0:00,0,
1929277221,200779719,FOOD 4 corporation,,2019,05/08/19,20190523,USD,14780.25,5/23/19 0:00,0,
1928652067,200769623,WAL-MAR llc,Retail,2019,1/20/19,20190204,USD,1235.26,1/31/19 0:00,0,
1929259321,200900909,SYSCO corp,,2019,05/03/19,20190604,USD,20388.61,06/10/19 0:00,0,
2960596611,140104429,COSTCO systems,,2019,11/28/19,20191210,CAD,4871.52,12/09/19 0:00,0,
1991822515,140101904,SIGMA AL us,,2019,02/05/19,20190307,USD,43191.66,02/07/19 0:00,0,
1928686953,200803720,DEC systems,,2019,1/26/19,20190208,USD,14879.66,02/01/19 0:00,0,
2960534618,140104340,COLABOR  ,,2019,3/13/19,20190324,CAD,6779.1,05/02/19 0:00,0,
1930857489,200744019,TARG trust,,2020,05/05/20,20200520,USD,29592.42,,1,
1930164883,200230690,DECA corp,,2019,11/19/19,20191123,USD,2279.05,11/21/19 0:00,0,
1930739252,200772670,ASSOCIAT associates,,2020,04/03/20,20200418,USD,47903.76,,1,
1930692953,200769623,WAL-MAR corporation,Retail,2020,3/24/20,20200408,USD,1898.9,,1,
1928959886,200707822,PUBLI ,,2019,3/16/19,20190331,USD,80350.75,04/01/19 0:00,0,
1930450588,200661137,AFFI associates,,2020,1/28/20,20200212,USD,16091.15,02/07/20 0:00,0,
1929829797,200792200,APPE associates,,2019,09/04/19,20190919,USD,1191.92,9/23/19 0:00,0,
1929938668,200769623,WAL-MAR ,Retail,2019,9/29/19,20191014,USD,1897.5,10/11/19 0:00,0,
1930741081,200900909,SYSCO in,,2020,04/03/20,20200418,USD,7524.17,,1,
1928675163,200769623,WAL-MAR trust,Retail,2019,1/23/19,20190207,USD,871.01,05/08/19 0:00,0,
1930830032,200424504,M  in,,2020,4/28/20,20200415,USD,2428.04,,1,
1929529483,200769623,WAL-MAR corporation,Retail,2019,6/22/19,20190707,USD,47291.41,07/09/19 0:00,0,
1930794735,100031704,DELHAIZE trust,,2020,4/16/20,20200620,USD,1176.59,,1,
1928886271,200790710,F corporation,,2019,03/07/19,20190408,USD,10302.08,04/09/19 0:00,0,
1930506320,200792283,SYSCO  associates,,2020,02/10/20,20200225,USD,38294.27,2/26/20 0:00,0,
1929103763,200472086,CONSUMER foundation,,2019,04/11/19,20190426,USD,43056.57,4/24/19 0:00,0,
1930637455,200764795,SYSCO  us,,2020,3/18/20,20200419,USD,10978.51,,1,
2960592167,140104340,COLABOR  corporation,,2019,11/10/19,20191122,CAD,113594.29,11/21/19 0:00,0,
1928786868,200769623,WAL-MAR associates,Retail,2019,2/13/19,20190228,USD,1355.27,2/25/19 0:00,0,
1929000368,200772670,ASSOCIAT corporation,,2019,3/22/19,20190406,USD,76933.62,04/04/19 0:00,0,
1929014401,100021540,MASTER us,,2019,3/24/19,20190403,USD,2714.35,04/03/19 0:00,0,
1929136084,200726979,BJ'S  llc,,2019,4/13/19,20190428,USD,544.42,4/29/19 0:00,0,
2960584907,140104240,FEDER us,,2019,10/04/19,20191023,CAD,170156.62,10/23/19 0:00,0,
1929719386,200761734,H E BUT trust,,2019,08/09/19,20190824,USD,1584.8,8/23/19 0:00,0,
1928676836,200780383,MEIJ corporation,,2019,1/24/19,20190208,USD,18495.86,02/08/19 0:00,0,
1928870382,200769623,WAL-MAR in,Retail,2019,2/28/19,20190315,USD,19557.41,03/12/19 0:00,0,
1928855969,200331749,SYSC trust,,2019,2/27/19,20190314,USD,3711.48,3/15/19 0:00,0,
1930587342,200337148,COAS systems,,2020,03/02/20,20200317,USD,45127.79,,1,
1930599382,200416837,DEC llc,,2020,03/04/20,20200324,USD,398.16,,1,
1929232165,200759082,INGL ,,2019,4/30/19,20190515,USD,135078.23,5/16/19 0:00,0,
1929559145,200769623,WAL-MAR foundation,Retail,2019,6/29/19,20190714,USD,12731.68,07/10/19 0:00,0,
1929113766,200764795,SYSCO  us,,2019,04/11/19,20190426,USD,28860.44,4/29/19 0:00,0,
1930623646,200769623,WAL-MAR llc,Retail,2020,03/09/20,20200324,USD,58726.21,,1,
1930645815,200726979,BJ'S  associates,,2020,03/12/20,20200327,USD,588.49,,1,
1929716709,200769623,WAL-MAR associates,Retail,2019,08/09/19,20190824,USD,50578.05,8/20/19 0:00,0,
1929789825,200769623,WAL-MAR systems,Retail,2019,8/26/19,20190910,USD,16282.38,09/05/19 0:00,0,
1990566718,200816950,COLOM corporation,,2019,04/08/19,20190508,USD,70142.76,06/12/19 0:00,0,
1929405493,200714710,SYSCO  co,,2019,5/31/19,20190615,USD,48.74,6/21/19 0:00,0,
1929352250,200705372,FR trust,,2019,5/22/19,20190606,USD,5323.59,06/06/19 0:00,0,
1930261668,200769623,WAL-MAR systems,Retail,2019,12/10/19,20191225,USD,10203.2,12/23/19 0:00,0,
1930169172,200726979,BJ'S  ,,2019,11/19/19,20191204,USD,728.01,12/04/19 0:00,0,
1930800642,200721222,GO us,,2020,4/20/20,20200505,USD,25685.07,,1,
1929968052,200759878,SA systems,,2019,10/05/19,20191020,USD,20282.98,10/21/19 0:00,0,
1929740014,200726979,BJ'S  ,,2019,8/15/19,20190830,USD,9222.81,8/30/19 0:00,0,
1929790899,200772670,ASSOCIAT trust,,2019,8/25/19,20190909,USD,15839.46,09/09/19 0:00,0,
1930729101,200772595,SAFEW corporation,,2020,04/02/20,20200417,USD,10020.14,,1,
1929298487,200726979,BJ'S  in,,2019,05/12/19,20190527,USD,158.23,5/28/19 0:00,0,
2960603889,140104409,LOB co,,2020,01/12/20,20200131,CAD,88433.88,1/31/20 0:00,0,
1930716191,200820380,SMITH'S trust,,2020,3/30/20,20200414,USD,48022.97,,1,
2960529816,140106271,LONGO  trust,,2019,2/19/19,20190302,CAD,159967.24,03/06/19 0:00,0,
1929687143,200759878,SA co,,2019,08/02/19,20190817,USD,39664.91,8/19/19 0:00,0,
1930779652,200793568,SUPE corporation,,2020,4/14/20,20200429,USD,36623.03,,1,
1930732708,200706844,WINC corp,,2020,04/01/20,20200416,USD,22644.53,,1,
1928737178,200706844,WINC associates,,2019,02/06/19,20190221,USD,822.03,2/22/19 0:00,0,
1930465764,200704045,RA associates,,2020,1/31/20,20200215,USD,38128.47,2/18/20 0:00,0,
1930586661,100043975,JAVA co,,2020,03/02/20,20200317,USD,7212,,1,
1930692548,200769623,WAL-MAR llc,Retail,2020,3/25/20,20200409,USD,15797.23,,1,
1929058774,200752302,KROGER corp,,2019,3/31/19,20190415,USD,93149.86,4/15/19 0:00,0,
1930630515,200762301,C&S WH in,,2020,03/11/20,20200326,USD,2018.45,,1,
1929574004,200793513,KROGER foundation,,2019,07/03/19,20190718,USD,2779.34,7/18/19 0:00,0,
1929928111,200786288,FAMILY systems,,2019,9/27/19,20191012,USD,86572.76,10/11/19 0:00,0,
1930268849,200769623,WAL-MAR systems,Retail,2019,12/11/19,20191226,USD,471.56,12/23/19 0:00,0,
1930070263,CCU013,KRAFT F co,,2019,10/12/19,20191012,USD,113248.8,11/27/19 0:00,0,
1929154069,100031704,DELHAIZE systems,,2019,4/16/19,20190501,USD,23699.69,05/01/19 0:00,0,
1930593446,200769623,WAL-MAR foundation,Retail,2020,03/04/20,20200319,USD,14706.98,,1,
1930599215,200729290,KROGER ,,2020,03/04/20,20200319,USD,115494.14,,1,
1929945835,200769623,WAL-MAR in,Retail,2019,10/03/19,20191018,USD,44409.01,10/15/19 0:00,0,
1929071943,200759878,SA us,,2019,04/04/19,20190419,USD,14135.58,4/22/19 0:00,0,
1930827122,200769623,WAL-MAR us,Retail,2020,4/27/20,20200512,USD,1898.9,,1,
1929770214,200769623,WAL-MAR foundation,Retail,2019,8/21/19,20190905,USD,70114.05,09/03/19 0:00,0,
1930750644,200769623,WAL-MAR us,Retail,2020,04/06/20,20200421,USD,37684.36,,1,
1930637990,200705372,FR corporation,,2020,3/13/20,20200328,USD,19961.05,,1,
2960537073,140104429,COSTCO systems,,2019,3/26/19,20190405,CAD,46316.04,04/08/19 0:00,0,
1930135874,200789077,US  llc,,2019,11/11/19,20191201,USD,48057.12,12/02/19 0:00,0,
1929386148,200762301,C&S WH systems,,2019,5/28/19,20190612,USD,83492.85,06/12/19 0:00,0,
1929637651,200416837,DEC us,,2019,7/19/19,20190808,USD,3466.86,08/01/19 0:00,0,
1929239105,200721222,GO ,,2019,05/01/19,20190516,USD,28327.91,5/22/19 0:00,0,
1929710601,200726979,BJ'S  systems,,2019,08/06/19,20190821,USD,995.02,8/21/19 0:00,0,
1929422634,100047471,ALL co,,2019,06/03/19,20190613,USD,8587.2,6/13/19 0:00,0,
1930013944,200781803,JRD in,,2019,10/16/19,20191031,USD,12028.76,10/31/19 0:00,0,
1929451539,200769623,WAL-MAR in,Retail,2019,06/08/19,20190623,USD,7837.29,6/18/19 0:00,0,
1930675431,200769623,WAL-MAR llc,Retail,2020,3/22/20,20200406,USD,11826.09,,1,
1930554549,200759878,SA corporation,,2020,2/22/20,20200308,USD,32198.4,03/10/20 0:00,0,
1929755281,200769623,WAL-MAR systems,Retail,2019,8/18/19,20190902,USD,83318.45,8/28/19 0:00,0,
1930603823,200742791,QUI in,,2020,03/10/20,20200325,USD,24843.48,,1,
1930348204,200769623,WAL-MAR llc,Retail,2020,01/02/20,20200117,USD,47009.34,1/14/20 0:00,0,
1930718352,200743996,STATER  corporation,,2020,3/30/20,20200414,USD,32224.05,,1,
1930752522,200769623,WAL-MAR us,Retail,2020,04/06/20,20200421,USD,9937.06,,1,
1928545537,200126819,MCLANE foundation,,2019,01/04/19,20190119,USD,35525.25,1/18/19 0:00,0,
1930040781,200778870,C in,,2019,10/22/19,20191106,USD,7414.98,11/25/19 0:00,0,
1928683120,200769623,WAL-MAR systems,Retail,2019,1/26/19,20190210,USD,9031.16,02/12/19 0:00,0,
1928845264,200780383,MEIJ llc,,2019,2/22/19,20190309,USD,74804.43,03/11/19 0:00,0,
1930378185,100043936,PAPA JO llc,,2020,01/10/20,20200120,USD,18145.19,1/21/20 0:00,0,
1930066534,100031704,DELHAIZE corp,,2019,10/30/19,20191114,USD,14029.84,11/19/19 0:00,0,
1930209402,200553372,VITC in,,2019,12/02/19,20191217,USD,43441.4,12/17/19 0:00,0,
1929670954,200778998,CE co,,2019,7/29/19,20190813,USD,4302.64,8/13/19 0:00,0,
1929661135,200515231,US  ,,2019,7/24/19,20190808,USD,37441.9,08/12/19 0:00,0,
1930752430,200759878,SA corporation,,2020,04/08/20,20200423,USD,12417.47,,1,
1929169905,200416837,DEC us,,2019,4/18/19,20190509,USD,567.96,05/01/19 0:00,0,
1929540328,200726979,BJ'S  co,,2019,6/25/19,20190710,USD,63.33,07/10/19 0:00,0,
1930248291,200769623,WAL-MAR foundation,Retail,2019,12/07/19,20191222,USD,42169.82,12/19/19 0:00,0,
1928690262,200466603,SMITH'S ,,2019,1/27/19,20190211,USD,124813.55,02/11/19 0:00,0,
1929563872,200148860,DOLLA systems,,2019,07/02/19,20190717,USD,61733.75,7/18/19 0:00,0,
1930462574,200769623,WAL-MAR llc,Retail,2020,02/02/20,20200217,USD,68612.73,2/18/20 0:00,0,
1930323341,200229974,DARDEN D trust,,2020,12/29/19,20200113,USD,16907.37,02/05/20 0:00,0,
1930584581,200762301,C&S WH us,,2020,03/02/20,20200317,USD,4301.57,,1,
1930885637,200769623,WAL-MAR ,Retail,2020,05/12/20,20200527,USD,22549.83,,1,
1929558684,200726979,BJ'S  systems,,2019,07/02/19,20190717,USD,83649.87,7/18/19 0:00,0,
1929649884,200759082,INGL corporation,,2019,7/22/19,20190806,USD,93120.58,08/08/19 0:00,0,
1928680324,200781803,JRD in,,2019,1/24/19,20190213,USD,11148,2/13/19 0:00,0,
1930050143,CCU013,KRAFT F in,,2019,10/25/19,20191025,USD,9117.6,11/27/19 0:00,0,
1930627707,100043936,PAPA JO foundation,,2020,03/10/20,20200320,USD,18145.19,,1,
1929403329,200129450,NU ,,2019,5/30/19,20190629,USD,75652.09,07/09/19 0:00,0,
1928551609,200748108,KROGER foundation,,2019,01/03/19,20190118,USD,123571.55,1/18/19 0:00,0,
1930748869,200744019,TARG co,,2020,04/05/20,20200420,USD,97776,,1,
1929053312,200743123,KROGER associates,,2019,3/29/19,20190413,USD,50574.77,4/30/19 0:00,0,
2960535830,140105686,SYSC trust,,2019,3/16/19,20190331,CAD,10374.15,04/04/19 0:00,0,
1930406612,200772670,ASSOCIAT us,,2020,1/16/20,20200131,USD,43105.4,1/31/20 0:00,0,
1930262297,200936373,SUPE corporation,,2019,12/11/19,20191226,USD,53246.58,12/26/19 0:00,0,
1928780028,200726979,BJ'S  llc,,2019,02/12/19,20190227,USD,233.63,03/01/19 0:00,0,
1928938206,200795490,HY -  in,,2019,03/09/19,20190324,USD,85745.12,3/26/19 0:00,0,
1928884653,200687457,ARKANS associates,,2019,03/01/19,20190311,USD,7235.42,03/12/19 0:00,0,
1930720706,200794332,COST ,,2020,04/02/20,20200417,USD,31599.18,,1,
1929618899,200275115,SHAWS  corp,,2019,7/17/19,20190801,USD,13044.44,08/01/19 0:00,0,
1929978528,200729942,SA co,,2019,10/07/19,20191022,USD,8931.94,10/21/19 0:00,0,
1928798696,200726979,BJ'S  corp,,2019,2/15/19,20190302,USD,868.89,03/04/19 0:00,0,
2960532290,140104229,A & W F ,,2019,03/05/19,20190316,CAD,3075.3,3/18/19 0:00,0,
1928738609,200714710,SYSCO  foundation,,2019,02/05/19,20190225,USD,37050.19,2/26/19 0:00,0,
1930585380,200740393,LABAT ,,2020,03/03/20,20200318,USD,52645.42,,1,
1929406343,200782669,SYGMA us,,2019,5/30/19,20190614,USD,1084.89,6/17/19 0:00,0,
1930671465,200769623,WAL-MAR systems,Retail,2020,3/20/20,20200404,USD,21113.92,,1,
1928990149,100021392,MY MOT trust,,2019,3/19/19,20190403,USD,14864.04,04/03/19 0:00,0,
1930129761,200915438,GROC co,,2019,11/13/19,20191128,USD,2342,11/29/19 0:00,0,
1928944617,200406153,JALI corp,,2019,03/11/19,20190326,USD,6648.18,04/01/19 0:00,0,
1929223945,200769623,WAL-MAR systems,Retail,2019,4/30/19,20190515,USD,16286.18,05/10/19 0:00,0,
1929260052,CCCA02,KRAFT  us,,2019,05/06/19,20190610,USD,18250.2,6/28/19 0:00,0,
1930577119,200762301,C&S WH co,,2020,2/27/20,20200313,USD,137768.6,,1,
1930488274,200769623,WAL-MAR co,Retail,2020,02/08/20,20200223,USD,1481.01,2/20/20 0:00,0,
1928580414,200769623,WAL-MAR corporation,Retail,2019,01/07/19,20190122,USD,13720.16,1/17/19 0:00,0,
1929807403,200779111,NICH trust,,2019,8/29/19,20190913,USD,35052.83,09/10/19 0:00,0,
1928707920,200779906,BOZZU trust,,2019,1/30/19,20190214,USD,54315.94,2/15/19 0:00,0,
1930748365,200759878,SA in,,2020,04/05/20,20200420,USD,13548.66,,1,
1930825574,200759878,SA corporation,,2020,4/27/20,20200512,USD,35898.48,,1,
1929231587,100049075,LIBERT llc,,2019,05/03/19,20190518,USD,11990.8,06/01/19 0:00,0,
1929136161,200769623,WAL-MAR llc,Retail,2019,04/12/19,20190427,USD,36360.46,4/23/19 0:00,0,
1930655118,200704858,WAKE llc,,2020,3/16/20,20200331,USD,109248.63,,1,
1930518906,200726979,BJ'S  trust,,2020,2/13/20,20200228,USD,33.18,03/02/20 0:00,0,
2960565999,140106293,ATLANT foundation,,2019,7/17/19,20190805,CAD,24.13,08/02/19 0:00,0,
1930424984,200486270,BAR systems,,2020,1/22/20,20200206,USD,9506.24,02/06/20 0:00,0,
1929919773,200736337,SYSCO F co,,2019,9/25/19,20191010,USD,6891.47,10/11/19 0:00,0,
1929272775,200126819,MCLANE llc,,2019,05/07/19,20190522,USD,19606.32,5/22/19 0:00,0,
1929426356,200726979,BJ'S  ,,2019,06/05/19,20190620,USD,356.13,6/20/19 0:00,0,
1928825536,200455322,PEA in,,2019,2/21/19,20190323,USD,40865.79,3/22/19 0:00,0,
1929758460,200769623,WAL-MAR trust,Retail,2019,8/18/19,20190902,USD,5600.41,8/28/19 0:00,0,
1930212463,200769623,WAL-MAR us,Retail,2019,12/04/19,20191219,USD,1074.15,12/20/19 0:00,0,
1928958124,200792734,MDV/ ,,2019,3/13/19,20190328,USD,57990.49,3/27/19 0:00,0,
1929706607,200744019,TARG us,,2019,08/06/19,20191020,USD,1055,10/22/19 0:00,0,
1929719717,200148860,DOLLA llc,,2019,08/11/19,20190826,USD,14776.32,8/26/19 0:00,0,
2960591483,140104440,SO ,,2019,11/07/19,20191127,CAD,60843.47,12/04/19 0:00,0,
1929386991,200769623,WAL-MAR in,Retail,2019,5/28/19,20190612,USD,17521.53,6/13/19 0:00,0,
1930654407,200762301,C&S WH foundation,,2020,3/16/20,20200331,USD,7465.1,,1,
2960593815,100027281,236008 associates,,2019,11/15/19,20191128,CAD,36161.66,11/25/19 0:00,0,
1929539190,200342745,NAPPIE llc,,2019,6/26/19,20190711,USD,31376.61,07/02/19 0:00,0,
1929343790,200782772,ASSOC G corp,,2019,5/20/19,20190604,USD,1066.04,06/07/19 0:00,0,
1929313779,200739534,OK trust,,2019,5/13/19,20190528,USD,51951.41,5/30/19 0:00,0,
1930367419,200729942,SA trust,,2020,01/07/20,20200122,USD,3895.98,1/22/20 0:00,0,
1929573672,200794332,COST systems,,2019,07/08/19,20190728,USD,17817.7,7/22/19 0:00,0,
1928839584,200803720,DEC associates,,2019,2/22/19,20190311,USD,2813.28,03/04/19 0:00,0,
1928895156,200726979,BJ'S  systems,,2019,03/06/19,20190321,USD,100889.17,3/21/19 0:00,0,
1929779560,200705372,FR in,,2019,8/24/19,20191028,USD,1596.91,10/28/19 0:00,0,
1930208898,200762678,JOR corp,,2019,12/03/19,20191218,USD,47397.91,12/12/19 0:00,0,
1930027888,200769623,WAL-MAR llc,Retail,2019,10/20/19,20191104,USD,813.21,10/31/19 0:00,0,
1928962415,200705742,DOT foundation,,2019,3/14/19,20190329,USD,136.51,3/29/19 0:00,0,
1929302307,200707822,PUBLI us,,2019,05/11/19,20190526,USD,93656.42,5/28/19 0:00,0,
1930144868,200780383,MEIJ ,,2019,11/13/19,20191128,USD,151747.67,11/29/19 0:00,0,
2960551651,140105847,GORDON F foundation,,2019,5/28/19,20190609,CAD,26660.05,06/10/19 0:00,0,
1930229734,200769623,WAL-MAR in,Retail,2019,12/07/19,20191222,USD,15363.53,12/17/19 0:00,0,
1928608145,200769623,WAL-MAR ,Retail,2019,1/13/19,20190128,USD,15975.71,1/23/19 0:00,0,
1928989097,200780383,MEIJ us,,2019,3/18/19,20190402,USD,38842.72,04/03/19 0:00,0,
1929973511,200769623,WAL-MAR foundation,Retail,2019,10/06/19,20191021,USD,57816.02,10/22/19 0:00,0,
1928729157,200769623,WAL-MAR in,Retail,2019,02/03/19,20190218,USD,20465.05,2/13/19 0:00,0,
1929714997,200803720,DEC foundation,,2019,08/07/19,20190811,USD,9316.78,08/12/19 0:00,0,
1928732170,200769623,WAL-MAR ,Retail,2019,02/04/19,20190219,USD,471.56,2/14/19 0:00,0,
